videoId,query,title,description,publishedAt,channelTitle,viewCount,likeCount,commentCount,duration,viewCount_norm,likeCount_norm,commentCount_norm,virality_score
9k4Vbq8dK1o,"""Real Housewives of Nairobi""",Game scene with the ladies | The Real Housewives of Nairobi | Showmax Original,"One thing about these ladies? They will always have a bit of sass and that's why this game will have us in stitches. We just love them! #RHONairobi 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-04-24T12:00:10Z,Showmax,24839,172,9,PT4M16S,0.14396332380880622,0.11205211726384365,0.029315960912052116,0.11878841773805246
S4LNC4_Yhsk,RHONairobi,Reunion Trailer | Real Housewives Of Nairobi | Showmax Original,"The entire season was giving but the moment of truth lies in the reunion👏 #RHONairobi reunion coming soon: https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-30T07:59:23Z,Showmax,24431,92,37,PT1M6S,0.1415986136306995,0.05993485342019544,0.12052117263843648,0.11802105742923402
gOKlNIOp6T0,RHONairobi,Opening Title Sequence | The Real Housewives of Nairobi | Showmax Original,"We love an Opening Title Sequence moment! See how The Real Housewives of Nairobi sum up themselves from referencing queen energy to Lisa having her tagline spell out her name. We love the glitz, glam and levels served here. 

#RHONairobi stars Susan Kaittany, Vera Sidika, Sonal Maherali, Minne Kariuki and Lisa Christoffersen. 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. 

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-02-25T08:30:17Z,Showmax,21957,93,47,PT59S,0.12725966024678764,0.06058631921824104,0.15309446254071662,0.11446654533374034
wPl7_0HMa6Y,RHONairobi reunion,Reunion Part 2 | The Real Housewives of Nairobi | Showmax Original,"You thought Part 1 was hectic? 👀 You have not seen anything! 🔥 Catch Part 2 of #RHONairobiReunion only on Showmax! https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-06-08T15:00:44Z,Showmax,26064,68,14,PT56S,0.15106325020140607,0.04429967426710098,0.04560260586319218,0.1085532595670977
vGh7LznH_28,RHONairobi,Dr Catherine has arrived | The Real Housewives of Nairobi | Only on Showmax,"Dr C has made her arrival as the sixth and final Housewife! See how she'll be part of Minne's 10-year celebration in the latest epiosde of #RHONairobi. 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx


Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-03-27T11:17:18Z,Showmax,14619,286,2,PT47S,0.08472965219054464,0.18631921824104233,0.006514657980456026,0.09839479457165577
BXc3Lm7j7hg,RHONairobi reunion,Meet Lisa | The Real Housewives of Nairobi | Showmax Original,"Lisa is a motorsport enthusiast and the peacemaker of The Real Housewives of Nairobi 🥰 Watch her in #RHONairobi from 23 Feb, only on Showmax

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-02-21T11:01:33Z,Showmax,12848,151,0,PT25S,0.07446518717724314,0.098371335504886,0.0,0.06927194618256738
EdppWLAjbcE,"""Real Housewives of Nairobi""",Things get heated with Sonal and Vera | The Real Housewives of Nairobi | Showmax Original,"Things get heated between Sonal and Vera in this week's episode of The Real Housewives of Nairobi. What will happen between them as things escalate? 

#RHONairobi stars Susan Kaittany, Vera Sidika, Sonal Maherali, Minne Kariuki, Lisa Christoffersen and Dr Catherine Masitsa.

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx
Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-03-30T12:19:01Z,Showmax,16273,50,7,PT46S,0.09431600178512435,0.03257328990228013,0.02280130293159609,0.06815311898638406
n8E8aSH5eck,RHONairobi,Susan and Sonal gold tea | The Real Housewives of Nairobi | Showmax Original,"Did someone say glamorous? 💅 Susan and Sonal took the word hangout to the next level 💎 #rhonairobi 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-04-25T10:01:30Z,Showmax,10508,176,6,PT37S,0.060902878802807515,0.11465798045602606,0.019543973941368076,0.06813781848689622
i2tzpQCB2z0,RHONairobi,The reunion – The Real Housewives of Nairobi | S1 | EP 13 | Maisha Magic Plus,"Fareed Khimani has a sit down with the six housewives to rehash the drama of the season.
---
Official Website for more https://bit.ly/2URCLen
Watch more series and movies on Showmax, start your 14-day free trial here: https://bit.ly/3kSlah7
Download the DStv App and stream your favourite shows: https://bit.ly/3398n3O

Follow Maisha Magic Plus:
https://www.facebook.com/maishamagicplus
https://twitter.com/maishamagicplus
https://www.instagram.com/maishamagicplus_tv",2023-10-14T18:00:24Z,Maisha Magic Plus,16572,64,0,PT1M40S,0.09604896341074667,0.04169381107491857,0.0,0.06805283081517764
QbGvgLp_eYI,RHONairobi trailer,The Real Housewives of Nairobi S2: Reunion Part 1 trailer | RHON | Showmax,"Just when you think things will not get wesser, in come the ladies of #RHON S2 spilling more secrets and leaving our jaws dropped. Catch part 1 of the reunion from Friday, 16 August on Showmax.

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Connect with Showmax Online: 
Visit our Website: https://shw.mx/home-page-004
Discover more on Showmax Stories: http://shw.mx/2hd0PaT",2024-08-14T10:33:01Z,Showmax,13327,57,22,PT1M8S,0.07724140329320668,0.03713355048859935,0.07166123778501629,0.06637741526582629
gkySV4qfw84,RHONairobi reunion,Meet Susan | The Real Housewives of Nairobi | Showmax Original #shorts,"If fabulous was a person it would be Susan with her Posh Queen vibes 🤩✨ Watch her on #RHONairobi from 23 Feb, only on Showmax

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-02-20T11:00:12Z,Showmax,10943,150,6,PT17S,0.06342407715446542,0.09771986970684039,0.019543973941368076,0.06541600981059456
sqqE8PbzQ88,RHONairobi episode,REAL HOUSEWIVES OF NAIROBI | EP 2 LETS GET DIRTY,"REAL HOUSEWIVES OF NAIROBI | EP 2 LETS GET DIRTY

EPISODE 1 OF RHONAIROBI: https://www.youtube.com/watch?v=_yavj6gd_YA&t=6s
EPISODE 2 OF RHONAIROBI: https://www.youtube.com/watch?v=sqqE8PbzQ88&t=264s
EPISODE 3 OF RHONAIROBI: https://www.youtube.com/watch?v=8hXTcx5ULEc&t=1s
EPISODE 4 OF RHONAIROBI: https://www.youtube.com/watch?v=rZkfinzUxDc",2023-03-02T20:27:29Z,Adaobi Nnoli,14118,64,12,PT14M38S,0.08182592719242829,0.04169381107491857,0.03908794788273615,0.06538220126659704
9NL4X3zIuKc,RHONairobi,Meet Zena Nyambu | The Real Housewives of Nairobi S2 | Showmax Original,"Beauty and aesthetics entrepreneur Zena Nyambu is one of the new queens joining #RHONairobi S2. Stream the new season from 10 May, only on Showmax.",2024-04-24T12:44:01Z,Showmax,11522,144,2,PT23S,0.06677987909839629,0.09381107491856677,0.006514657980456026,0.06449789488574788
sd5qRQcQW0o,RHONairobi,Susan Arrives in Style | The Real Housewives of Nairobi | Showmax Original,"Talk about an entrance! Susan shows us why she's the Posh Queen with her chopper arrival to her event on #RHONairobi 😍

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-02-27T13:30:19Z,Showmax,10346,170,1,PT35S,0.059963949761500435,0.11074918566775244,0.003257328990228013,0.06415426562237259
RkVrDquKEcM,RHONairobi trailer,Sonal Speaks to Dr Maria | The Real Housewives of Nairobi | Showmax Original | #Shorts,"Sonal explains that a public insult needs a public apology for Vera to accept it 🙆🏽‍♀️ #RHONairobi

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-03-06T10:21:53Z,Showmax,10444,150,4,PT40S,0.06053194387290842,0.09771986970684039,0.013029315960912053,0.06270353114459196
u2gztAzsYNY,"""Real Housewives of Nairobi""",THE REAL HOUSEWIVES OF NAIROBI | VERA & SONAL F!GHT REAL D!IRTY | MINNE & SUSAN FINALLY RECONCILE,"THE REAL HOUSEWIVES OF NAIROBI | VERA & SONAL F!GHT REAL D!IRTY | MINNE & SUSAN FINALLY RECONCILE

#rhonairobi
#realhousewivesofnairobi",2023-03-30T22:38:26Z,Adaobi Nnoli,11534,55,27,PT26M42S,0.06684942939775236,0.035830618892508145,0.08794788273615635,0.06225949477220191
ZWnUcLAXeLo,"""Real Housewives of Nairobi""",Hot and steamy – The Real Housewives of Nairobi | S1 | EP 7 | Maisha Magic Plus,"Vera hosts the ladies for a Swahili night and later the ladies go lingerie shopping without Vera.
---
Official Website for more https://bit.ly/2URCLen
Watch more series and movies on Showmax, start your 14-day free trial here: https://bit.ly/3kSlah7
Download the DStv App and stream your favourite shows: https://bit.ly/3398n3O

Follow Maisha Magic Plus:
https://www.facebook.com/maishamagicplus
https://twitter.com/maishamagicplus
https://www.instagram.com/maishamagicplus_tv",2023-09-02T18:00:25Z,Maisha Magic Plus,14096,39,0,PT1M43S,0.08169841831027548,0.025407166123778503,0.0,0.055370842517109914
ClKikc8SBsI,"""Real Housewives of Nairobi""",Sonal's declutter dinner brings drama | The Real Housewives of Nairobi | Showmax Original,"This week Sonal's ready to let go and bring good energy with a declutter-themed dinner party. However, the dinner brings more than just the ladies together when things get heated between Minne and Susan. Also find out if Vera eventually gets that much-talked-about apology from Dr Maria. 

#RHONairobi stars Susan Kaittany, Vera Sidika, Sonal Maherali, Minne Kariuki and Lisa Christoffersen. 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-03-09T08:49:42Z,Showmax,10869,58,15,PT53S,0.06299518364176959,0.03778501628664495,0.048859934853420196,0.05457235448473602
E51ofvzICI4,"""Real Housewives of Nairobi""",Meet the Kids and Spouses of the Rich Housewives of Nairobi.,"Have a look at the Kids and Spouses of the Real Housewives of Nairobi.

Thanks for Watching and Subscribe to the channel for more entertaining videos; https://www.youtube.com/@whatspoppingke",2023-03-06T14:04:53Z,Whats Popping Ke,13324,45,1,PT2M54S,0.07722401571836765,0.029315960912052116,0.003257328990228013,0.05415199900756782
chgwOMSAqR4,Real Housewives of Nairobi Showmax,Vera's baby gender reveal | The Real Housewives of Nairobi | Showmax Original,"This week on The Real Housewives of Nairobi, Vera Sidika reveals the gender of her second child and has a cute pregnancy shoot. Things get heated between Minne and Vera after the blow-up at Sonal's declutter party. 

#RHONairobi stars Susan Kaittany, Vera Sidika, Sonal Maherali, Minne Kariuki and Lisa Christoffersen. 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx


Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-03-16T10:14:39Z,Showmax,11939,53,7,PT57S,0.06919675200102007,0.03452768729641694,0.02280130293159609,0.05357016846445569
3bN7X2OKjSg,RHONairobi trailer,Lisa's Rally Adventure | The Real Housewives of Nairobi | Showmax Original,"This week on The Real Housewive of Nairobi, Lisa takes the ladies on a rally adventure! She takes each around the track and uses the time to talk about what happened at Susan's event, see if things can be mended and use the team to get to know each other more with a game of Never Have I Ever. 

#RHONairobi stars Susan Kaittany, Vera Sidika, Sonal Maherali, Minne Kariuki and Lisa Christoffersen. 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-03-02T10:32:35Z,Showmax,12575,23,3,PT48S,0.07288291786689231,0.01498371335504886,0.009771986970684038,0.048941477104500204
oNWnasNwY9s,Real Housewives of Nairobi Showmax,Catching with Dr Catherine Masitsa (Dr C) | The Real Housewives of Nairobi S2 | Showmax Original,"The Queen Mother Dr Catherine Masitsa aka Dr C talks about what it means to come back to The Real Housewives of Nairobi for Season 2, how S1 boosted her wine business and much more. Catch a new episode of #RHONairobi S2 every Friday, exclusively on Showmax: https://shw.mx/rhons2yt001

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Connect with Showmax Online: 
Visit our Website: https://shw.mx/home-page-004
Discover more on Showmax Stories: http://shw.mx/2hd0PaT",2024-07-16T12:00:54Z,Showmax,7833,55,26,PT3M14S,0.04539895790468131,0.035830618892508145,0.08469055374592833,0.04890061252782507
axDF2No1Pz4,"""Real Housewives of Nairobi""",Catching up with the Minne | The Real Housewives of Nairobi S2 | Showmax Original,"The Queen of Shade Minne Kariuki talks about filming the second season of The Real Housewives of Nairobi while pregnant, her husband being her gossip partner and so much more. Catch a new episode of #RHONairobi S2 every Friday, exclusively on Showmax: 

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Connect with Showmax Online: 
Visit our Website: https://shw.mx/home-page-004
Discover more on Showmax Stories: http://shw.mx/2hd0PaT",2024-07-17T08:20:46Z,Showmax,9831,51,9,PT2M45S,0.05697908274746866,0.03322475570032573,0.029315960912052116,0.04689103271037044
11tNlL8Wq5Q,"""Real Housewives of Nairobi""","“Are you on Wikipedia?"" – The Real Housewives of Nairobi | S1 | EP 6 | Maisha Magic Plus","Vera lashes out at Sonal and ends up calling her a ‘punda’. The confrontation gets so heated that it leaves the rest of the housemates shocked.
---
Official Website for more https://bit.ly/2URCLen
Watch more series and movies on Showmax, start your 14-day free trial here: https://bit.ly/3kSlah7
Download the DStv App and stream your favourite shows: https://bit.ly/3398n3O

Follow Maisha Magic Plus:
https://www.facebook.com/maishamagicplus
https://twitter.com/maishamagicplus
https://www.instagram.com/maishamagicplus_tv",2023-08-26T18:00:00Z,Maisha Magic Plus,10760,36,6,PT1M28S,0.0623634350892852,0.023452768729641693,0.019543973941368076,0.04621284932718675
5OK1Rz8_ND8,"""Real Housewives of Nairobi""",Season Finale | The Real Housewives of Nairobi | Showmax Original,"The ladies sure know how to close off the season with a bang 🔥🙌 Catch the final episode of #RHON now streaming on Showmax ❤ . 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx


Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-11T10:40:12Z,Showmax,9769,43,8,PT55S,0.05661973953412891,0.028013029315960912,0.026058631921824105,0.04488389583774119
1gtkio3qewg,"""Real Housewives of Nairobi""",Susan's 40th Birthday Trip | Real Housewives Of Nairobi | Showmax original,"If you don't have drinks, dancing, and drama, are you even on holiday? 😅 Catch all this and more on the new episode of #rhonairobi 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-04-27T08:11:36Z,Showmax,10899,21,7,PT1M,0.06316905939015979,0.013680781758957655,0.02280130293159609,0.0447418265135747
8-LXvd668ZE,RHONairobi,RHONairobi!!! Only on @showmax February 23rd! Simba GENERALI 🦁🍾💯,,2023-02-15T12:55:51Z,Sonal Maherali,4257,128,16,PT22S,0.02467296869656943,0.08338762214983714,0.05211726384364821,0.04346827633194818
Vd26VzhUm3M,RHONairobi trailer,Susan and Minne's drama | The Real Housewives of Nairobi | Showmax Original,"Minne said it's not about you, Lisa, It's Susan's Day! ✋ New episode of #RHONairobi now streaming. 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-04T10:56:56Z,Showmax,9614,34,8,PT57S,0.05572138150077954,0.02214983713355049,0.026058631921824105,0.04287908297212896
kNfGp-nHRTI,RHONairobi,Zena's journey as a new Housewife | The Real Housewives of Nairobi S2 | Showmax Original,"Beauty and aesthetics entrepreneur Zena Nyambu talks about joining Season 2 of The Real Housewives of Nairobi and her experience through it all. Catch a new episode of #RHONairobi S2 every Friday, exclusively on Showmax.

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Connect with Showmax Online: 
Visit our Website: https://shw.mx/home-page-004
Discover more on Showmax Stories: http://shw.mx/2hd0PaT",2024-07-19T13:00:46Z,Showmax,7754,39,14,PT4M,0.04494108510058712,0.025407166123778503,0.04560260586319218,0.04015683347077572
9HQbw0q_0Cw,RHONairobi,Minne and Dr C | Real Housewives Of Nairobi | Showmax Original,"Friends who empower each other definitely grow together. So much to learn from these two ladies. Love it for them 🫶 ##RHONairobi 

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-04-18T16:00:06Z,Showmax,4844,124,5,PT52S,0.028075137506737687,0.08078175895765473,0.016286644951140065,0.0394835189861273
0APlz1Fa9Ko,"""Real Housewives of Nairobi""",Real Housewives of Nairobi Season 2 Cast Members Hidden Lives & Secrets Revealed - BNN,"Prepare to be dazzled by the latest additions to the Real Housewives of Nairobi: Farah Esmail, Zena Nyambu, and Reja K. We dig deep into the riveting controversies and scandals swirling around these captivating new cast members. From hidden secrets to shocking revelations, we leave no stone unturned. Plus, with Mine Cayy's bold declaration of a drama-free season. Can she uphold her promise amidst the chaos?
 #RealHousewivesofNairobi #NewCast #DramaAlert #RealityTV  #MineCayy #NoDrama #Rhon

Love,

Edgar Obare
Telegram - https://t.me/bnnkenya",2024-04-18T16:05:25Z,Edgar Obare,8516,41,6,PT4M26S,0.04935752910969821,0.026710097719869708,0.019543973941368076,0.039223637986991564
