author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,text,language
@shashnksharma2840,It sucks.. totally!!!  Made in heaven ke  chuntiye filmmakers  ko Hollywood  mein kaam karna chahiye... 2 din mein apni aukat pata lag jaayegi inhe wahan... yahan indian audience ko  nakli angrezi bol ke tatti paros rahe hain yeh angrezon ki dum... koi originality nhi... koi depth nhi... koi character development  nhi... bus sabse angrezi bulwaake aur mehangi cheejon ki aad mein apna budget bada ke amazon  ka chuntiya kaat diya ... !!! 30 percent  english aur 70 percent hindi hoti toh smajh aata ki indians ke liye show banaya hai high society  ka... but isme 99 percent english aur 1 percent hindi daal ke yeh kis audience ke liye show bana rahe hain...!!! Nepo kids hain koi creativity nhi.. koi original ideas nhi... bus  woke dikhne ke chakkar mein bina story ka yeh tatti ka pahad khada kar diya jiske chakkar mein hamara pura weekend barbad ho gya..!!!,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,1,it sucks.. totally!!! made in heaven ke chuntiye filmmakers ko hollywood mein kaam karna chahiye... 2 din mein apni aukat pata lag jaayegi inhe wahan... yahan indian audience ko nakli angrezi bol ke tatti paros rahe hain yeh angrezon ki dum... koi originality nhi... koi depth nhi... koi character development nhi... bus sabse angrezi bulwaake aur mehangi cheejon ki aad mein apna budget bada ke amazon ka chuntiya kaat diya ... !!! 30 percent english aur 70 percent hindi hoti toh smajh aata ki indians ke liye show banaya hai high society ka... but isme 99 percent english aur 1 percent hindi daal ke yeh kis audience ke liye show bana rahe hain...!!! nepo kids hain koi creativity nhi.. koi original ideas nhi... bus woke dikhne ke chakkar mein bina story ka yeh tatti ka pahad khada kar diya jiske chakkar mein hamara pura weekend barbad ho gya..!!!,it sucks.. totally!!! made in heaven ke chuntiye filmmakers ko hollywood mein kaam karna chahiye... 2 din mein apni aukat pata lag jaayegi inhe wahan... yahan indian audience ko nakli angrezi bol ke tatti paros rahe hain yeh angrezon ki dum... koi originality nhi... koi depth nhi... koi character development nhi... bus sabse angrezi bulwaake aur mehangi cheejon ki aad mein apna budget bada ke amazon ka chuntiya kaat diya ... !!! 30 percent english aur 70 percent hindi hoti toh smajh aata ki indians ke liye show banaya hai high society ka... but isme 99 percent english aur 1 percent hindi daal ke yeh kis audience ke liye show bana rahe hain...!!! nepo kids hain koi creativity nhi.. koi original ideas nhi... bus woke dikhne ke chakkar mein bina story ka yeh tatti ka pahad khada kar diya jiske chakkar mein hamara pura weekend barbad ho gya..!!!,Hinglish
@gorgeousaquarius,"Brilliant analysis! So insightful❤️

For me, the few minutes of Vikrant, and Mona’s outstanding performance were the only nice parts of the entire series",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,27,"brilliant analysis! so insightful❤️ for me, the few minutes of vikrant, and mona’s outstanding performance were the only nice parts of the entire series","brilliant analysis! so insightful❤️ for me, the few minutes of vikrant, and mona’s outstanding performance were the only nice parts of the entire series",Hinglish
@mannatgandhi6819,"Your analysis is bang on !! Tho m relieved, i need not wait for season 3 anymore coz I m emotionally detached from the series after this season. 
Also, its quite hilarious that dating apps worked so efficiently throughtout the series. Being bi, ik how stupid these apps are and what actually happens on these apps. However, their glorification was to another level and somewhat utopian ;)",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,12,"your analysis is bang on !! tho m relieved, i need not wait for season 3 anymore coz i m emotionally detached from the series after this season. also, its quite hilarious that dating apps worked so efficiently throughtout the series. being bi, ik how stupid these apps are and what actually happens on these apps. however, their glorification was to another level and somewhat utopian ;)","your analysis is bang on !! tho m relieved, i need not wait for season 3 anymore coz i m emotionally detached from the series after this season. also, its quite hilarious that dating apps worked so efficiently throughtout the series. being bi, ik how stupid these apps are and what actually happens on these apps. however, their glorification was to another level and somewhat utopian ;)",Hinglish
@mrightrishna, @mannatgandhi6819  thank you. That's where jammy's point about product placement becomes so important. Anyone who has been on Grindr / bumble knows that navigating them is a whole ballgame and would make for a compelling story arc if the intention was to show the mired complexity of a gay male lived experience in an urban set up with apparently liberal and progressive technologies at their disposal. But I guess that was not the intent of the makers. I bet most straight people would not know this but dating apps like Grindr and bumble are an absolute nightmare and a breeding ground for substance abuse. I am not sure why they did not elaborate on the substance abuse trope.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,0,@mannatgandhi6819 thank you. that's where jammy's point about product placement becomes so important. anyone who has been on grindr / bumble knows that navigating them is a whole ballgame and would make for a compelling story arc if the intention was to show the mired complexity of a gay male lived experience in an urban set up with apparently liberal and progressive technologies at their disposal. but i guess that was not the intent of the makers. i bet most straight people would not know this but dating apps like grindr and bumble are an absolute nightmare and a breeding ground for substance abuse. i am not sure why they did not elaborate on the substance abuse trope.,@mannatgandhi6819 thank you. that's where jammy's point about product placement becomes so important. anyone who has been on grindr / bumble knows that navigating them is a whole ballgame and would make for a compelling story arc if the intention was to show the mired complexity of a gay male lived experience in an urban set up with apparently liberal and progressive technologies at their disposal. but i guess that was not the intent of the makers. i bet most straight people would not know this but dating apps like grindr and bumble are an absolute nightmare and a breeding ground for substance abuse. i am not sure why they did not elaborate on the substance abuse trope.,Hinglish
@singhkhan6580,Exactly lol logo Ko relate krna hai inko bas inko jaise log dikhado khush ho jayenge,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,0,exactly lol logo ko relate krna hai inko bas inko jaise log dikhado khush ho jayenge,exactly lol logo ko relate krna hai inko bas inko jaise log dikhado khush ho jayenge,Hinglish
@veda6831,Tara changed her mind after she got to know about the pregnancy. She lost it when her mother in law went from wanting her back to welcoming Faiza. Revenge was her goal not the house.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,10,tara changed her mind after she got to know about the pregnancy. she lost it when her mother in law went from wanting her back to welcoming faiza. revenge was her goal not the house.,tara changed her mind after she got to know about the pregnancy. she lost it when her mother in law went from wanting her back to welcoming faiza. revenge was her goal not the house.,Hinglish
@mrightrishna," @veda6831  But the mother in laws acceptance of Faiza and Aadil and Faiza's unborn baby was reluctant. So from being a sympathiser to seeking revenge from her by snatching away her house built by her husband who just died was almost sadistic. Not just a desire for revenge. But I get your point that as far as they wanted to show her vengeful streak, they did manage to give us a glimpse of that.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,3,"@veda6831 but the mother in laws acceptance of faiza and aadil and faiza's unborn baby was reluctant. so from being a sympathiser to seeking revenge from her by snatching away her house built by her husband who just died was almost sadistic. not just a desire for revenge. but i get your point that as far as they wanted to show her vengeful streak, they did manage to give us a glimpse of that.","@veda6831 but the mother in laws acceptance of faiza and aadil and faiza's unborn baby was reluctant. so from being a sympathiser to seeking revenge from her by snatching away her house built by her husband who just died was almost sadistic. not just a desire for revenge. but i get your point that as far as they wanted to show her vengeful streak, they did manage to give us a glimpse of that.",Hinglish
@sabatasmia8789,"True. They don't even openly address the hypocrisy of Aadil's mother. One moment, she wanted Tara and Aadil reconcile and the moment she gets to know that Faiza is giving her the much awaited heir aka grandchild, she's now magically pro Faiza???",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,7,"true. they don't even openly address the hypocrisy of aadil's mother. one moment, she wanted tara and aadil reconcile and the moment she gets to know that faiza is giving her the much awaited heir aka grandchild, she's now magically pro faiza???","true. they don't even openly address the hypocrisy of aadil's mother. one moment, she wanted tara and aadil reconcile and the moment she gets to know that faiza is giving her the much awaited heir aka grandchild, she's now magically pro faiza???",Hinglish
@gloryclemmens1,"You’ve no idea how hard I was trying to articulate why I didn’t fancy this season. Superficially, as you said, it ticks the boxes- so why didn’t I like it? Or allow me, absolutely hate it in the beginning and then grow to love-hate it when I realised this is what I’m getting. YOU SAID IT SPOT ON!!!! This was the exact elusive feeling that I couldn’t pinpoint. I was reading reviews after reviews to find something that resonated my thoughts, and you did it so perfectly. I was in search of exactly this. Thank you!",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,4,"you’ve no idea how hard i was trying to articulate why i didn’t fancy this season. superficially, as you said, it ticks the boxes- so why didn’t i like it? or allow me, absolutely hate it in the beginning and then grow to love-hate it when i realised this is what i’m getting. you said it spot on!!!! this was the exact elusive feeling that i couldn’t pinpoint. i was reading reviews after reviews to find something that resonated my thoughts, and you did it so perfectly. i was in search of exactly this. thank you!","you’ve no idea how hard i was trying to articulate why i didn’t fancy this season. superficially, as you said, it ticks the boxes- so why didn’t i like it? or allow me, absolutely hate it in the beginning and then grow to love-hate it when i realised this is what i’m getting. you said it spot on!!!! this was the exact elusive feeling that i couldn’t pinpoint. i was reading reviews after reviews to find something that resonated my thoughts, and you did it so perfectly. i was in search of exactly this. thank you!",Hinglish
@bhavz_r,"Very well and precisely articulated @mrightrishna! I also feel that the pacing was just not right, as though deliberately not aligned to fully flesh out character motivations. For example, there's more emphasis on the visual aesthetic of every wedding, like bringing a fancy invitation to life but not much importance given to the reasons behind specific choices made by the key characters. This probably explains why the characters feel reductive and caricaturish instead of real people because mood and setting overshadow characterization.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,0,"very well and precisely articulated @mrightrishna! i also feel that the pacing was just not right, as though deliberately not aligned to fully flesh out character motivations. for example, there's more emphasis on the visual aesthetic of every wedding, like bringing a fancy invitation to life but not much importance given to the reasons behind specific choices made by the key characters. this probably explains why the characters feel reductive and caricaturish instead of real people because mood and setting overshadow characterization.","very well and precisely articulated @mrightrishna! i also feel that the pacing was just not right, as though deliberately not aligned to fully flesh out character motivations. for example, there's more emphasis on the visual aesthetic of every wedding, like bringing a fancy invitation to life but not much importance given to the reasons behind specific choices made by the key characters. this probably explains why the characters feel reductive and caricaturish instead of real people because mood and setting overshadow characterization.",Hinglish
@sabatasmia8789," @gloryclemmens1  because all the major characters were a bunch of assholes except bulbul. Tara's assholeness would've been fairly reasoned had they explained her actions well. Because she didn't claim the shares or house out of greed. She taught Aadil a very good lesson too that dude no matter how he would claim he loves his wife or the mother of his child, once a cheater, always a cheater. I mean this season reaked of privilege of Amazon, Excel and TigerBaby as they took their audience for granted. Why last season was so appreciated? Because the characters made a mess, owned it and rectified it. This season they were all portrayed as entitled brats despite their financial standings.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,6,"@gloryclemmens1 because all the major characters were a bunch of assholes except bulbul. tara's assholeness would've been fairly reasoned had they explained her actions well. because she didn't claim the shares or house out of greed. she taught aadil a very good lesson too that dude no matter how he would claim he loves his wife or the mother of his child, once a cheater, always a cheater. i mean this season reaked of privilege of amazon, excel and tigerbaby as they took their audience for granted. why last season was so appreciated? because the characters made a mess, owned it and rectified it. this season they were all portrayed as entitled brats despite their financial standings.","@gloryclemmens1 because all the major characters were a bunch of assholes except bulbul. tara's assholeness would've been fairly reasoned had they explained her actions well. because she didn't claim the shares or house out of greed. she taught aadil a very good lesson too that dude no matter how he would claim he loves his wife or the mother of his child, once a cheater, always a cheater. i mean this season reaked of privilege of amazon, excel and tigerbaby as they took their audience for granted. why last season was so appreciated? because the characters made a mess, owned it and rectified it. this season they were all portrayed as entitled brats despite their financial standings.",Hinglish
@veda6831,"​ @sabatasmia8789  Even the audience is blind to that fact. Tara is getting hated as if she did something out of character. She got betrayed by her ex, friend and mother in law. It shouldn't be a surprise that she took away their home lol",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,3,"​ @sabatasmia8789 even the audience is blind to that fact. tara is getting hated as if she did something out of character. she got betrayed by her ex, friend and mother in law. it shouldn't be a surprise that she took away their home lol","​ @sabatasmia8789 even the audience is blind to that fact. tara is getting hated as if she did something out of character. she got betrayed by her ex, friend and mother in law. it shouldn't be a surprise that she took away their home lol",Hinglish
@ishantrana8003,"When Tara said in last episode ""Stop telling me what i deserve"" , i got that, ok her character is flawed and show gives u that ""get after what u want, don't be pretentious"" vibe but than what is the point of being a protagonist when u can't rise from the lows that u created. she was my fav character in S1 this season she lost her originality even more...in S1 despite her mother brainwashing her into becoming a gold digger, she was atleast contemplating on what she did to Adil and how Karma unfolded and she left their home whereas with some dignity but in this season she was all about i will treat everyone on the basis of how they treat me...i mean then what's the point of being a protagonist...
Arjun on the other hand i related with, i feel like being gay i was also exposed to the dark side of the gay world which is about hookups, drugs, showoff and all kinds of vices...i pulled myself back in a very short period of time but i was responsible for what happened to me, while the show's whole focus was on how everyone's doings are a result of their upbringing and they just operate from the hollow their childhood has given them...I relate wid ur point on the S1 exploring societal ills with the main characters but this season brides and grooms were sort of shown as the main characters and the wokeness in the caste episode was over the top, when Trinetra said to Radhika ""i love ur work on intersectionality of caste and gender""...i mean most of the people dont even know wtf it means moreover when the makers will be accused to being leftists they will portray themselves as centrists...and i laughed hysterically when in last episode the girl took vows with herself.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,7,"when tara said in last episode ""stop telling me what i deserve"" , i got that, ok her character is flawed and show gives u that ""get after what u want, don't be pretentious"" vibe but than what is the point of being a protagonist when u can't rise from the lows that u created. she was my fav character in s1 this season she lost her originality even more...in s1 despite her mother brainwashing her into becoming a gold digger, she was atleast contemplating on what she did to adil and how karma unfolded and she left their home whereas with some dignity but in this season she was all about i will treat everyone on the basis of how they treat me...i mean then what's the point of being a protagonist... arjun on the other hand i related with, i feel like being gay i was also exposed to the dark side of the gay world which is about hookups, drugs, showoff and all kinds of vices...i pulled myself back in a very short period of time but i was responsible for what happened to me, while the show's whole focus was on how everyone's doings are a result of their upbringing and they just operate from the hollow their childhood has given them...i relate wid ur point on the s1 exploring societal ills with the main characters but this season brides and grooms were sort of shown as the main characters and the wokeness in the caste episode was over the top, when trinetra said to radhika ""i love ur work on intersectionality of caste and gender""...i mean most of the people dont even know wtf it means moreover when the makers will be accused to being leftists they will portray themselves as centrists...and i laughed hysterically when in last episode the girl took vows with herself.","when tara said in last episode ""stop telling me what i deserve"" , i got that, ok her character is flawed and show gives u that ""get after what u want, don't be pretentious"" vibe but than what is the point of being a protagonist when u can't rise from the lows that u created. she was my fav character in s1 this season she lost her originality even more...in s1 despite her mother brainwashing her into becoming a gold digger, she was atleast contemplating on what she did to adil and how karma unfolded and she left their home whereas with some dignity but in this season she was all about i will treat everyone on the basis of how they treat me...i mean then what's the point of being a protagonist... arjun on the other hand i related with, i feel like being gay i was also exposed to the dark side of the gay world which is about hookups, drugs, showoff and all kinds of vices...i pulled myself back in a very short period of time but i was responsible for what happened to me, while the show's whole focus was on how everyone's doings are a result of their upbringing and they just operate from the hollow their childhood has given them...i relate wid ur point on the s1 exploring societal ills with the main characters but this season brides and grooms were sort of shown as the main characters and the wokeness in the caste episode was over the top, when trinetra said to radhika ""i love ur work on intersectionality of caste and gender""...i mean most of the people dont even know wtf it means moreover when the makers will be accused to being leftists they will portray themselves as centrists...and i laughed hysterically when in last episode the girl took vows with herself.",Hinglish
@sabatasmia8789," @ishantrana8003  the last episode was the shittiest. She never wanted to marry that dude. So she very cleverly gaslit a dude who clearly loved her and wanted to be a responsible father and partner into thinking that he's making a mistake and made him flee. Kyun bhai? Also it was personally as a human being felt quite stupid to me when they showed Arjun going down the same rabbit hole of self destruction. Also the only voice of reason in his life, that teenage girl, usko 2nd episode ke baad shaayad dikhaya hi nahi.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,1,"@ishantrana8003 the last episode was the shittiest. she never wanted to marry that dude. so she very cleverly gaslit a dude who clearly loved her and wanted to be a responsible father and partner into thinking that he's making a mistake and made him flee. kyun bhai? also it was personally as a human being felt quite stupid to me when they showed arjun going down the same rabbit hole of self destruction. also the only voice of reason in his life, that teenage girl, usko 2nd episode ke baad shaayad dikhaya hi nahi.","@ishantrana8003 the last episode was the shittiest. she never wanted to marry that dude. so she very cleverly gaslit a dude who clearly loved her and wanted to be a responsible father and partner into thinking that he's making a mistake and made him flee. kyun bhai? also it was personally as a human being felt quite stupid to me when they showed arjun going down the same rabbit hole of self destruction. also the only voice of reason in his life, that teenage girl, usko 2nd episode ke baad shaayad dikhaya hi nahi.",Hinglish
@youareright2802,"We cannot deny that Tara did what she did out of greed as well .. the way she looks at the riches, the way she is disappointed with the wkend hotel. Not to forget her stealing a bag!!!!",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,1,"we cannot deny that tara did what she did out of greed as well .. the way she looks at the riches, the way she is disappointed with the wkend hotel. not to forget her stealing a bag!!!!","we cannot deny that tara did what she did out of greed as well .. the way she looks at the riches, the way she is disappointed with the wkend hotel. not to forget her stealing a bag!!!!",Hinglish
@dumpling.monster,"​​​ @mrightrishna your comment is also very spot on!
I loved how in season 1 Tara's advice to a bride-to-be is that her future in-laws will die and she'll get all the fortune in the end so don't estrange their son from them xD 
So real and raw. So humanly flawed.
Whereas in this season, they simply tried to be good Samaritans for all their clients. As if they were Shaktiman. Here to fix any and all problems their clients are facing. You just knew how each episode will end with them saving the day 

And Arjun's character being reduced to him being a gay man is so true. 
Just like Trinetra's character was reduced to being a transgender.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,0,"​​​ @mrightrishna your comment is also very spot on! i loved how in season 1 tara's advice to a bride-to-be is that her future in-laws will die and she'll get all the fortune in the end so don't estrange their son from them xd so real and raw. so humanly flawed. whereas in this season, they simply tried to be good samaritans for all their clients. as if they were shaktiman. here to fix any and all problems their clients are facing. you just knew how each episode will end with them saving the day and arjun's character being reduced to him being a gay man is so true. just like trinetra's character was reduced to being a transgender.","​​​ @mrightrishna your comment is also very spot on! i loved how in season 1 tara's advice to a bride-to-be is that her future in-laws will die and she'll get all the fortune in the end so don't estrange their son from them xd so real and raw. so humanly flawed. whereas in this season, they simply tried to be good samaritans for all their clients. as if they were shaktiman. here to fix any and all problems their clients are facing. you just knew how each episode will end with them saving the day and arjun's character being reduced to him being a gay man is so true. just like trinetra's character was reduced to being a transgender.",Hinglish
@androidandroid4461, @ssssssssssama  it won't be. We have moved ahead. Moreover the current generation is way more open and does things on the face..so ,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,0,@ssssssssssama it won't be. we have moved ahead. moreover the current generation is way more open and does things on the face..so,@ssssssssssama it won't be. we have moved ahead. moreover the current generation is way more open and does things on the face..so,Hinglish
@dghffjfd,"That's how you push your leftist propaganda into the webseries to tarnish the image of india and Hindu community in the west and in itself so western people should always looked down upon us and hindu community should always feel apologetic and fyi dalits are also hindus this whole episodes was all about caste reservation but this shows doesnt highlighted the problem of SC ST act if any person belonging to this sect can easily frame a innocent person in police case just to settle his or her score and that person will be ruining in jail for entire life and this show doesn't even tell you that how  general category people in the country work and study hard day and night but couldn't even crack the IIT and Civil services even though they have the more than 90 percentile and on the other hand people can crack these exams withe 40 or 60 percentile and In india till today there are lot of examples that general category People  are living in BPL and they are being denied those rights which are shown in this episode and people of SC ST are living a lavish life and even some of them are holding important position in every Sector of the country ex Draupadi murmu etc And FYi caste was implemented and created by Britishers just to divide and rule in india there was varna system which simply specify that a person can be whatever he wants to according to his or her capabilities like A Brahmin can become a kshatriya and kshatriya can become brahmin and same applies to shudras and vaishya as well Caste is also known as casta and they also implemented it in rawanda actually britishers twisted the concept of varna system and make it as caste YES I AGREE CASTE RESERVATION WAS NEEDED VERY MUCH AT THE TIME OF INDEPENDENCE BCOZ BRITISHERS Kept US IN RUINS TO LIFT PEOPLE OUT OF POVERTY AND MAKE THEM Financially STABLE.  ONE SHOULD LEARN FROM BOLLYWOOD HOW TO OUSH THEIR NARRATIVE AND DO SOFT BRAINWASHING TO INFLUENCE MINDS ESPECIALLY YOUNG ONES AND WHAT EVEN CAN YOU EXPECT IF THE IN THE MAKERS IF JOYA AKHTAR IS ONE OF THEM IT SURPRISES ME HOW THE ELITES OF THE PEACEFUL COMMUNITY ARE VERY KEEN INTERSTED IN HIGHLIGHTING THE PROBLEMS OF HINDU COMMUNITY AND NOT LOOK AT THEIR PROBLEMS OF TRIPLE Talaak, HALALA,FGM,MUTAH,STONING TO DEATH, UNLIMITED NUMBER OF MARRIAGES AND HAVING KIDS. IF SUCH IS THE CASE THAT EVERY UNDERPRIVILEGED ONE SHOULD BE GIVEN RESERVATION THEN THERE ARE FAR MORE NUMBERS OF SO CALLED UPPER CASTE PEOPLE WHO ARE VERY UNDERPRIVILEGED AND POOR THAN DALITS ITS JUST THE POLITICAL PARTIES LIKE CONGRESS,SP,BSP,RJD ETC WHO HAVE ALWAYS DONE CASTE AND RESERVATION POLITICS TO BE IN POWER AND BENEFITS OF BEING UNDERPRIVILEGED AND POOR NEVER REACHED THE PEOPLE WHO WERE IN GENERAL CATEGORY.THIS SAME THINGS WERE DONE IN MADE IN HEAVEN SEASON 1.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,0,"that's how you push your leftist propaganda into the webseries to tarnish the image of india and hindu community in the west and in itself so western people should always looked down upon us and hindu community should always feel apologetic and fyi dalits are also hindus this whole episodes was all about caste reservation but this shows doesnt highlighted the problem of sc st act if any person belonging to this sect can easily frame a innocent person in police case just to settle his or her score and that person will be ruining in jail for entire life and this show doesn't even tell you that how general category people in the country work and study hard day and night but couldn't even crack the iit and civil services even though they have the more than 90 percentile and on the other hand people can crack these exams withe 40 or 60 percentile and in india till today there are lot of examples that general category people are living in bpl and they are being denied those rights which are shown in this episode and people of sc st are living a lavish life and even some of them are holding important position in every sector of the country ex draupadi murmu etc and fyi caste was implemented and created by britishers just to divide and rule in india there was varna system which simply specify that a person can be whatever he wants to according to his or her capabilities like a brahmin can become a kshatriya and kshatriya can become brahmin and same applies to shudras and vaishya as well caste is also known as casta and they also implemented it in rawanda actually britishers twisted the concept of varna system and make it as caste yes i agree caste reservation was needed very much at the time of independence bcoz britishers kept us in ruins to lift people out of poverty and make them financially stable. one should learn from bollywood how to oush their narrative and do soft brainwashing to influence minds especially young ones and what even can you expect if the in the makers if joya akhtar is one of them it surprises me how the elites of the peaceful community are very keen intersted in highlighting the problems of hindu community and not look at their problems of triple talaak, halala,fgm,mutah,stoning to death, unlimited number of marriages and having kids. if such is the case that every underprivileged one should be given reservation then there are far more numbers of so called upper caste people who are very underprivileged and poor than dalits its just the political parties like congress,sp,bsp,rjd etc who have always done caste and reservation politics to be in power and benefits of being underprivileged and poor never reached the people who were in general category.this same things were done in made in heaven season 1.","that's how you push your leftist propaganda into the webseries to tarnish the image of india and hindu community in the west and in itself so western people should always looked down upon us and hindu community should always feel apologetic and fyi dalits are also hindus this whole episodes was all about caste reservation but this shows doesnt highlighted the problem of sc st act if any person belonging to this sect can easily frame a innocent person in police case just to settle his or her score and that person will be ruining in jail for entire life and this show doesn't even tell you that how general category people in the country work and study hard day and night but couldn't even crack the iit and civil services even though they have the more than 90 percentile and on the other hand people can crack these exams withe 40 or 60 percentile and in india till today there are lot of examples that general category people are living in bpl and they are being denied those rights which are shown in this episode and people of sc st are living a lavish life and even some of them are holding important position in every sector of the country ex draupadi murmu etc and fyi caste was implemented and created by britishers just to divide and rule in india there was varna system which simply specify that a person can be whatever he wants to according to his or her capabilities like a brahmin can become a kshatriya and kshatriya can become brahmin and same applies to shudras and vaishya as well caste is also known as casta and they also implemented it in rawanda actually britishers twisted the concept of varna system and make it as caste yes i agree caste reservation was needed very much at the time of independence bcoz britishers kept us in ruins to lift people out of poverty and make them financially stable. one should learn from bollywood how to oush their narrative and do soft brainwashing to influence minds especially young ones and what even can you expect if the in the makers if joya akhtar is one of them it surprises me how the elites of the peaceful community are very keen intersted in highlighting the problems of hindu community and not look at their problems of triple talaak, halala,fgm,mutah,stoning to death, unlimited number of marriages and having kids. if such is the case that every underprivileged one should be given reservation then there are far more numbers of so called upper caste people who are very underprivileged and poor than dalits its just the political parties like congress,sp,bsp,rjd etc who have always done caste and reservation politics to be in power and benefits of being underprivileged and poor never reached the people who were in general category.this same things were done in made in heaven season 1.",Hinglish
@sparklingblood09,You were rooting for aadil and faiza?? Jesus Christ. Pick me ki had hoti hai. He cheated on his PREGNANT WIFE as well.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,0,you were rooting for aadil and faiza?? jesus christ. pick me ki had hoti hai. he cheated on his pregnant wife as well.,you were rooting for aadil and faiza?? jesus christ. pick me ki had hoti hai. he cheated on his pregnant wife as well.,Hinglish
@gossipslelo,Hollow is the word to describe most of the hindi content ever portrayed in films and tv.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,hollow is the word to describe most of the hindi content ever portrayed in films and tv.,hollow is the word to describe most of the hindi content ever portrayed in films and tv.,Hinglish
@kamalikatalukdar6070,"Currently watching season 2 and so far these are my opinions - 

I have zero care for Tara's and Karan's individual arcs.  They seem like such messed up snd superficial versions compared to their season 1 selves.  I love their dynamic with each other though .  I'm not really invested in every wedding.  Except for yhe first one  and Radhika Apte's episode ( which I'm currently on ) There's a certain coldness or detachment to the entire treatment of the plot this season.  I'm deeply invested in the Jauhari family arc . I iust wish the original characters were given the substances they had in season 1.


Also the English part - why was there so much English dialogue in parts or even character interactions where vernacular language would make much sense ? Was the language preference made keeping international audiences in mind ? There was already English subtitles so  the English felt very unnatural in most scenes.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,2,currently watching season 2 and so far these are my opinions - i have zero care for tara's and karan's individual arcs. they seem like such messed up snd superficial versions compared to their season 1 selves. i love their dynamic with each other though . i'm not really invested in every wedding. except for yhe first one and radhika apte's episode ( which i'm currently on ) there's a certain coldness or detachment to the entire treatment of the plot this season. i'm deeply invested in the jauhari family arc . i iust wish the original characters were given the substances they had in season 1. also the english part - why was there so much english dialogue in parts or even character interactions where vernacular language would make much sense ? was the language preference made keeping international audiences in mind ? there was already english subtitles so the english felt very unnatural in most scenes.,currently watching season 2 and so far these are my opinions - i have zero care for tara's and karan's individual arcs. they seem like such messed up snd superficial versions compared to their season 1 selves. i love their dynamic with each other though . i'm not really invested in every wedding. except for yhe first one and radhika apte's episode ( which i'm currently on ) there's a certain coldness or detachment to the entire treatment of the plot this season. i'm deeply invested in the jauhari family arc . i iust wish the original characters were given the substances they had in season 1. also the english part - why was there so much english dialogue in parts or even character interactions where vernacular language would make much sense ? was the language preference made keeping international audiences in mind ? there was already english subtitles so the english felt very unnatural in most scenes.,Hinglish
